address,source,current_classification,tag_count,severity,tag_names,tag_slugs,main_entities
0xbb50ce87be3443ed137df1dfdbf2fb0ca8c0a9e0,watchlist:HIGH,"pristine_solo_industrial_bb50ce87 | Pristine Solo Operator at industrial scale — Optimism, 29,016 lifetime contracts, 7.7y mainnet history (first tx 2018-08-29), 9,333 contracts deployed in 7-hour burst 2026-04-30T21:37 → 2026-05-01T04:42 UTC. Single bytecode template (5439c9995738b4) covers 99.97% of burst. Funded by single-purpose pure wallet 0x6a9c2449c32779f89d0ccafd746152e237c1bdf2. Bigger single-deployer fleet than any documented Infrastructure-Scale Operator. Confluence of two existing typologies (PSO + Infrastructure-Scale) at unprecedented scale. Case file pending.",2,HIGH,Circle: contract deployer; Circle,circle-contract-deployer; circle,Circle; 
0xbbfca1dfa3c2515df653c395a52ac603466bbbab,watchlist:HIGH,"arbitrum_cluster_funder_bbfca1df | Arbitrum-cluster funder. Funds 8 persistent deployers (active across April 1 → May 1 30-day window), including 0x47b3fb3b0e65 (188 fleet), 0x1a1c55fe35b5 (173 fleet), 0xcfdef8a8ddbb (164 fleet), 0x1ce5e3a70d93 (159 fleet). Largest non-watchlisted persistent-funder signal surfaced 2026-05-02. Possible Infrastructure-Scale Operator candidate or Architect-cluster adjacent.",0,none,,,
0xbcd695fc0fbd6d3754171ceaf82155236eff88f6,watchlist:HIGH,"self_deploying_drainer_bcd695fc | Self-deploying trap operator on base. 33 drains across 1 contract(s), 33 distinct victims. Window: 2026-05-02T08:30:19 -> 2026-05-02T08:43:11. Fleet=1, funder=0xd64ce40735428f5ef3a121b813a1f06af9870cf6, mainnet=L2-only. Surfaced 2026-05-02 via May 2 daily probe (0xbcd695fc0fbd = 33 victims (lead May 2)). Continuing 2026-04-29 -> 2026-05-02 drain wave.",0,none,,,
0xbe9eec1bd9f42633f1253ecf4f2b056ad8fd3774,watchlist:HIGH,self_deploying_drainer_be9eec1b | 1 victim drained 2026-05-03. Funder 0xf22b184551c0.,0,none,,,
0xbf6ec059f519b668a309e1b6ecb9a8ea62832d95,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xc041412e80b22bcccccd8c40704f681b89a227ca,infra_operator_candidate,top12_funder | deployers=342 contracts=236,0,none,,,
0xc0ffeefeed8b9d271445cf5d1d24d74d2ca4235e,entity_classification,CRIMINAL / trap_deployer,0,none,,,
0xc0ffeefeed8b9d271445cf5d1d24d74d2ca4235e,watchlist:MEDIUM,coffee_dual_operator | Dual operator: 53+ contracts deployed + 83 vanity bot wallets.,0,none,,,
0xc43f317ed4d81cbbfe2c9c98b4cc6f303519f078,watchlist:HIGH,"iso_top12_c43f317e_pre_stage | Top-12 Infrastructure-Scale Operator (rank #5 per reports/funder_cluster_diagnostic_2026-04-29.md, 1,871 deployers / 1,702 contracts / 0 confirmed / 0 suspected = pre-stage warehouse sub-type — no detection signal in funded fleet). Surged overnight 2026-05-04→05: spawned 22 new deployers / 22 contracts. The pre-stage classification means contracts are being produced but not yet weaponized. Documented in lexicon but never watchlisted until 2026-05-05.",0,none,,,
0xc5d133296e17ba25df0409a6c31607bf3b78e3e3,watchlist:HIGH,architect_associated | Behavioral match to Architect at 0.742. Possible alternate wallet.,3,LOW,CryptoCauses: Deployer; Contract Deployer; CryptoCauses,cryptocauses-deployer; contract-deployer; cryptocauses,; ; 
0xc6962004f452be9203591991d15f6b388e09e8d0,entity_classification,CRIMINAL / org_cashout,0,none,,,
0xc6f780497a95e246eb9449f5e4770916dcd6396a,entity_classification,CRIMINAL / org_laundry,0,none,,,
0xc8e6a328d094609a97024978657c29920cabf7c3,entity_classification,CRIMINAL / trap_contract,0,none,,,
0xc8f28b043feb244c7e9df76af45a68271013a335,entity_classification,CRIMINAL / trap_contract,0,none,,,
0xcd3daa15136384578c4cdd43a1e19c6e77cf3a80,watchlist:HIGH,"self_deploying_drainer_cd3daa15 | Self-deploying trap operator on base. 39 drains across 1 contract(s), 39 victims. Window: 2026-05-04T12:49:45 -> 2026-05-04T13:04:17. Fleet=1, funder=0x62ff7f626f8ce47f3c19075c6dbc3cedd34a50e4, mainnet=L2-only. Surfaced 2026-05-04 daily probe (0xcd3daa151363 = 39 victims). Continuing 2026-04-29+ drain wave.",0,none,,,
0xcda53b1f66614552f834ceef361a8d12a0b8dad8,entity_classification,CRIMINAL / org_laundry,0,none,,,
0xd28e6a7ad806e85bd0544ed443d25e48f52c06c3,watchlist:HIGH,architect_associated | Behavioral match to Architect at 0.719. Possible alternate wallet.,0,none,,,
0xd356c82e0c85e1568641d084dbdaf76b8df96c08,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xd37bbe5744d730a1d98d8dc97c42f0ca46ad7146,watchlist:HIGH,thorchain_router_known_offramp | Thorchain mainnet deposit router. Used 2026-04-30 by mass dormant-wallet drain hub 0xA70703 to bridge 324.741 ETH out (depositWithExpiry method). Not malicious itself — flagging because its appearance in our L2 corpus would be a meaningful signal for cross-chain laundering of compromised funds. EXTRACTION_010.,3,LOW,THORChain: THORChain Router v4.1.1; note_0; THORChain,thorchain-thorchain-router-v411; note0; thorchain,; ; 
0xd64ce40735428f5ef3a121b813a1f06af9870cf6,watchlist:HIGH,drainer_funder_d64ce407 | Funder of new May 2 drainer wallet. Funds 1 corpus deployers. pure funding wallet. Surfaced 2026-05-02.,0,none,,,
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,entity_classification,INFRASTRUCTURE / mixer,3,LOW,Tornado.Cash: Router; BLOCKED; Tornado.Cash,tornadocash-router; blocked; tornadocash,; ; 
0xd9ff21caeeea4329133c98a892db16b42f9baa25,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xde8eb937cb5475eee5ac96dce6ba2d18e439c473,entity_classification,CRIMINAL / org_treasury,0,none,,,
0xde8eb937cb5475eee5ac96dce6ba2d18e439c473,infra_operator_candidate,top12_funder | deployers=938 contracts=807,0,none,,,
0xde8eb937cb5475eee5ac96dce6ba2d18e439c473,watchlist:HIGH,org_002_junior | Org_002 junior treasury. 88 deployers. Untraceable origin.,0,none,,,
0xdf86f7c90f95636d7c37ee7caff620c23dfab99f,watchlist:HIGH,"self_deploying_drainer_df86f7c9 | Self-deploying trap operator on Base, deploy-once-and-dispose. 153 drains 2026-04-27. Part of 6-drainer campaign by operator hub 0xf7883e3fef23c8e645deba4b540549d78028a616 (iter_4). Surfaced 2026-05-01 retroactively from cross-funder linkage probe.",0,none,,,
0xe1e6aa5332deaf0fa0a3584113c17bedc9061487,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xe4edb277e41dc89ab076a1f049f4a3efa700bce8,watchlist:CRITICAL,"cluster_a_funder | 51 deployer wallets, 260 contracts on Base, honeypot bytecode patterns, accelerating deployment",3,LOW,Orbiter Finance: Bridge 2; Bridge; Orbiter Finance,orbiter-finance-bridge-2; bridge; orbiter-finance,; ; 
0xe5f8fe69b38613a855dbcb499a2c4ecffe318c62,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,watchlist:HIGH,"high_value_bridge_user | 49,000 ETH bridged to L1 in one week (Apr 7-14). Coordinated multi-chain withdrawals during western sleep hours. L1 nonce 36,602.",4,HIGH,Binance: Internal 2; Exchange; note_0; Binance,binance-internal-2; exchange; note0; binance,; ; ; 
0xe7f3fbb7473f2ed70962c8af2b10d0c2f27f9fc1,watchlist:HIGH,self_deploying_drainer_e7f3fbb7 | 4 victims drained 2026-05-03. Funder 0x4901d5739d43. Distinct from existing hubs.,0,none,,,
0xe8e0c4883d7196a7de87a6489f6da58212dbe813,entity_classification,CRIMINAL / infrastructure_parasite,0,none,,,
0xe93d2a52f549b9726f2914ab4c2ff0f25c6e7f86,watchlist:MEDIUM,address_poisoner_targeting_org_001 | Operator spoof (0xe93d prefix collision with org_001 operator). Fake Unicode USDC transfers. nonce=2. Targets org_001 Treasury.,0,none,,,
0xe93d64f3fbc352131e79fc5578cbe44b66697f86,entity_classification,CRIMINAL / org_deployer,0,none,,,
0xea19d023b7ddf7d930348e2c9b8592011f80f6b2,watchlist:LOW,swap_bot_deployer | 42 identical swap bot contracts on Base. Market-making infrastructure. FALSE POSITIVE for trap. Monitor for owner withdrawal (rug risk on $28K USDC).,0,none,,,
0xefef185e2c89bbede21a1c41427bdf1332eca392,watchlist:HIGH,high-confirmation-ratio operator | 2026-04-23 investigator review: fleet 15 with 9 confirmed (60% rate). 2 hits today.,0,none,,,
0xf186cb00e49e18491db5783ff04fae3818102ff7,entity_classification,CRIMINAL / org_treasury,0,none,,,
0xf2418fcd0becc378087880ea0d17223012d9a31d,watchlist:HIGH,"self_deploying_drainer_f2418fcd | Self-deploying trap operator on base. 31 drains across 1 contracts, 31 distinct victims. Drain window: 2026-04-29T19:18:51 → 2026-04-29T19:18:51. Fleet=1, funder=0x64dce7ea90621ee152443e7056724987c5eb13d1, mainnet=L2-only. Surfaced 2026-04-29 via 24h drain burst decomposition. Pattern: deploy → bait → mass-sweep, dispose.",0,none,,,
0xf5e753d3da60db214f2261343c1e1bc46e674d2f,entity_classification,CRIMINAL / known_attacker,0,none,,,
0xf6c99cec5bd639316a19d2f56afc14bd046d3a90,watchlist:HIGH,"pristine-reputation solo operator (base) | pristine-solo: fleet 2, conf 1, mainnet 2021-07-01, gap 1,748d. Detected by pristine_solo_detector 2026-04-25.",0,none,,,
0xf70da97812cb96acdf810712aa562db8dfa3dbef,infra_operator_candidate,top12_funder | deployers=2684 contracts=6971,3,LOW,Relay: Solver; Relay Bridge; Relay,relay-solver; relay-bridge; relay,; ; 
0xf70da97812cb96acdf810712aa562db8dfa3dbef,watchlist:HIGH,org_001_whale | Org_001 whale trader. 68% of deployments now through this path. Binance origin.,3,LOW,Relay: Solver; Relay Bridge; Relay,relay-solver; relay-bridge; relay,; ; 
0xf7883e3fef23c8e645deba4b540549d78028a616,watchlist:HIGH,"drainer_spawn_hub_f7883e3f | Drainer-spawn operator hub. Funded 7 corpus deployers since 2026-04-07, of which 6 are confirmed drainers (859 total victims drained across 24-day campaign). Cadence: ~every 2 days a new drain wallet is spawned. Iterations: 0x7d34e0a0 (4-07, 139v), 0x2ce5ff20 (4-13, 139v), 0xa370e0f4 (4-25, 154v), 0xdf86f7c9 (4-27, 153v), 0x1aae146c (4-29, 133v), 0x1ac0dd67 (5-01, 141v). One non-drainer 0xb07b8e9f (4-15, idle).",0,none,,,
0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,entity_classification,INFRASTRUCTURE / mixer,2,LOW,Relay; Railgun,relay-1; railgun,; 
0xfbf44e969d4fc5cbad62870207341c976f9e38f9,watchlist:HIGH,"self_deploying_drainer_fbf44e96_org001 | 113 victims drained 2026-05-06. Funder: 0x8c826f795466e39acbff1bb4eeeb759609377ba1 (org_001_gas_station, watchlist HIGH). FIRST CONFIRMED DIRECT-ORG-DRAINER LINKAGE in corpus — org_001 has been documented as funder/whale infrastructure but never directly drainer-spawning until this event. Major escalation in org_001 harm profile.",0,none,,,
0xfc6362ec899fac3579728453d11c3e4b19bf84e6,watchlist:HIGH,"self_deploying_drainer_fc6362ec | Self-deploying trap operator on arbitrum. 34 drains across 1 contracts, 34 distinct victims. Drain window: 2026-04-29T10:56:25 → 2026-04-29T20:14:43. Fleet=1, funder=0xaf45c256e71841bad1db9bea31f8a95ae205d5d0, mainnet=L2-only. Surfaced 2026-04-29 via 24h drain burst decomposition. Pattern: deploy → bait → mass-sweep, dispose.",0,none,,,
0xfd51e33d44b376ef346d24a130a51035db09c1dc,entity_classification,CRIMINAL / org_deployer,0,none,,,
0xfd92f4e91d54b9ef91cc3f97c011a6af0c2a7eda,watchlist:HIGH,"iso_top12_fd92f4e9_stockpile | Top-12 Infrastructure-Scale Operator (rank #3 per reports/funder_cluster_diagnostic_2026-04-29.md, 2,411 deployers / 8,564 contracts / 0 confirmed / 889 suspected = stockpile sub-type). Surged overnight 2026-05-04→05: spawned 39 new deployers / 58 contracts. Documented in lexicon Infrastructure-Scale Operator entry but never watchlisted until 2026-05-05.",3,HIGH,OKX 137; Exchange; note_0,okx-137; exchange; note0,; ; 
0xfdaf1f1714810f8d88a57c9d551d442c68ace2bb,entity_classification,CRIMINAL / org_laundry,0,none,,,
